id,Region,Year,male_medal_efficiency,female_medal_efficiency,total_medal_efficiency
1992_CAY,CAY,1992,0,0,0
1996_CAY,CAY,1996,0,0,0
2000_CAY,CAY,2000,0,0,0
2004_CAY,CAY,2004,0,0,0
2008_CAY,CAY,2008,0,0,0
2010_CAY,CAY,2010,0,0,0
2012_CAY,CAY,2012,0,0,0
2014_CAY,CAY,2014,0,0,0
2016_CAY,CAY,2016,0,0,0
1964_CGO,CGO,1964,0,0,0
1972_CGO,CGO,1972,0,0,0
1980_CGO,CGO,1980,0,0,0
1984_CGO,CGO,1984,0,0,0
1988_CGO,CGO,1988,0,0,0
1992_CGO,CGO,1992,0,0,0
1996_CGO,CGO,1996,0,0,0
2000_CGO,CGO,2000,0,0,0
2004_CGO,CGO,2004,0,0,0
2008_CGO,CGO,2008,0,0,0
2012_CGO,CGO,2012,0,0,0
2016_CGO,CGO,2016,0,0,0
1964_CHA,CHA,1964,0,0,0
1968_CHA,CHA,1968,0,0,0
1972_CHA,CHA,1972,0,0,0
1984_CHA,CHA,1984,0,0,0
1988_CHA,CHA,1988,0,0,0
1992_CHA,CHA,1992,0,0,0
1996_CHA,CHA,1996,0,0,0
2000_CHA,CHA,2000,0,0,0
2004_CHA,CHA,2004,0,0,0
2008_CHA,CHA,2008,0,0,0
2012_CHA,CHA,2012,0,0,0
2016_CHA,CHA,2016,0,0,0
1912_CHI,CHI,1912,0,0,0
1920_CHI,CHI,1920,0,0,0
1924_CHI,CHI,1924,0,0,0
1928_CHI,CHI,1928,0.053,0,0.053
1936_CHI,CHI,1936,0,0,0
1948_CHI,CHI,1948,0,0,0
1952_CHI,CHI,1952,0.069,0,0.065
1956_CHI,CHI,1956,0.118,1,0.167
1960_CHI,CHI,1960,0,0,0
1964_CHI,CHI,1964,0,0,0
1968_CHI,CHI,1968,0,0,0
1972_CHI,CHI,1972,0,0,0
1976_CHI,CHI,1976,0,0,0
1984_CHI,CHI,1984,0,0,0
1988_CHI,CHI,1988,0.095,0,0.091
1992_CHI,CHI,1992,0,0,0
1994_CHI,CHI,1994,0,0,0
1996_CHI,CHI,1996,0,0,0
1998_CHI,CHI,1998,0,0,0
2000_CHI,CHI,2000,0.395,0,0.34
2002_CHI,CHI,2002,0,0,0
2004_CHI,CHI,2004,0.313,0,0.227
2006_CHI,CHI,2006,0,0,0
2008_CHI,CHI,2008,0.1,0,0.077
2010_CHI,CHI,2010,0,0,0
2012_CHI,CHI,2012,0,0,0
2014_CHI,CHI,2014,0,0,0
2016_CHI,CHI,2016,0,0,0
1932_CHN,CHN,1932,0,0,0
1936_CHN,CHN,1936,0,0,0
1948_CHN,CHN,1948,0,0,0
1952_CHN,CHN,1952,0,0,0
1980_CHN,CHN,1980,0,0,0
1984_CHN,CHN,1984,0.294,0.909,0.536
1988_CHN,CHN,1988,0.174,0.45,0.301
1992_CHN,CHN,1992,0.364,0.776,0.583
1994_CHN,CHN,1994,0,0.235,0.167
1996_CHN,CHN,1996,0.486,0.781,0.67
1998_CHN,CHN,1998,0.533,0.214,0.298
2000_CHN,CHN,2000,0.912,0.578,0.69
2002_CHN,CHN,2002,0.381,0.244,0.288
2004_CHN,CHN,2004,0.64,0.704,0.681
2006_CHN,CHN,2006,0.229,0.421,0.329
2008_CHN,CHN,2008,0.377,0.872,0.616
2010_CHN,CHN,2010,0.233,0.393,0.337
2012_CHN,CHN,2012,0.688,0.684,0.685
2014_CHN,CHN,2014,0.346,0.444,0.403
2016_CHN,CHN,2016,0.51,0.68,0.615
1964_CIV,CIV,1964,0,0,0
1968_CIV,CIV,1968,0,0,0
1972_CIV,CIV,1972,0,0,0
1976_CIV,CIV,1976,0,0,0
1984_CIV,CIV,1984,0.143,0,0.133
1988_CIV,CIV,1988,0,0,0
1992_CIV,CIV,1992,0,0,0
1996_CIV,CIV,1996,0,0,0
2000_CIV,CIV,2000,0,0,0
2004_CIV,CIV,2004,0,0,0
2008_CIV,CIV,2008,0,0,0
2012_CIV,CIV,2012,0,0,0
2016_CIV,CIV,2016,0.8,0.143,0.417
1964_CMR,CMR,1964,0,0,0
1968_CMR,CMR,1968,0.4,0,0.4
1972_CMR,CMR,1972,0,0,0
1976_CMR,CMR,1976,0,0,0
1980_CMR,CMR,1980,0,0,0
1984_CMR,CMR,1984,0.024,0,0.022
1988_CMR,CMR,1988,0,0,0
1992_CMR,CMR,1992,0,0,0
1996_CMR,CMR,1996,0,0,0
2000_CMR,CMR,2000,2.88,0,2.118
2002_CMR,CMR,2002,0,0,0
2004_CMR,CMR,2004,0,0.571,0.235
2008_CMR,CMR,2008,0,0.571,0.125
2012_CMR,CMR,2012,0,0,0
2016_CMR,CMR,2016,0,0,0
1968_COD,COD,1968,0,0,0
1984_COD,COD,1984,0,0,0
1988_COD,COD,1988,0,0,0
1992_COD,COD,1992,0,0,0
1996_COD,COD,1996,0,0,0
2000_COD,COD,2000,0,0,0
2004_COD,COD,2004,0,0,0
2008_COD,COD,2008,0,0,0
2012_COD,COD,2012,0,0,0
2016_COD,COD,2016,0,0,0
1988_COK,COK,1988,0,0,0
1992_COK,COK,1992,0,0,0
1996_COK,COK,1996,0,0,0
2000_COK,COK,2000,0,0,0
2004_COK,COK,2004,0,0,0
2008_COK,COK,2008,0,0,0
2012_COK,COK,2012,0,0,0
2016_COK,COK,2016,0,0,0
1900_COL,COL,1900,2,0,2
1932_COL,COL,1932,0,0,0
1936_COL,COL,1936,0,0,0
1948_COL,COL,1948,0,0,0
1956_COL,COL,1956,0,0,0
1960_COL,COL,1960,0,0,0
1964_COL,COL,1964,0,0,0
1968_COL,COL,1968,0,0,0
1972_COL,COL,1972,0.073,0,0.068
1976_COL,COL,1976,0,0,0
1980_COL,COL,1980,0,0,0
1984_COL,COL,1984,0.056,0,0.051
1988_COL,COL,1988,0.029,0,0.025
1992_COL,COL,1992,0,0.333,0.02
1996_COL,COL,1996,0,0,0
2000_COL,COL,2000,0,0.211,0.091
2004_COL,COL,2004,0,0.095,0.038
2008_COL,COL,2008,0.047,0.042,0.045
2010_COL,COL,2010,0,0,0
2012_COL,COL,2012,0.133,0.143,0.139
2016_COL,COL,2016,0.11,0.157,0.133
1996_COM,COM,1996,0,0,0
2000_COM,COM,2000,0,0,0
2004_COM,COM,2004,0,0,0
2008_COM,COM,2008,0,0,0
2012_COM,COM,2012,0,0,0
2016_COM,COM,2016,0,0,0
1996_CPV,CPV,1996,0,0,0
2000_CPV,CPV,2000,0,0,0
2004_CPV,CPV,2004,0,0,0
2008_CPV,CPV,2008,0,0,0
2012_CPV,CPV,2012,0,0,0
2016_CPV,CPV,2016,0,0,0
1936_CRC,CRC,1936,0,0,0
1964_CRC,CRC,1964,0,0,0
1968_CRC,CRC,1968,0,0,0
1972_CRC,CRC,1972,0,0,0
1976_CRC,CRC,1976,0,0,0
1980_CRC,CRC,1980,0,0,0
1984_CRC,CRC,1984,0,0,0
1988_CRC,CRC,1988,0,0.286,0.111
1992_CRC,CRC,1992,0,0,0
1996_CRC,CRC,1996,0,0.8,0.364
2000_CRC,CRC,2000,0,0,0
2002_CRC,CRC,2002,0,0,0
2004_CRC,CRC,2004,0,0,0
2006_CRC,CRC,2006,0,0,0
2008_CRC,CRC,2008,0,0,0
2012_CRC,CRC,2012,0,0,0
2016_CRC,CRC,2016,0,0,0
1992_CRO,CRO,1992,0.641,0,0.581
1994_CRO,CRO,1994,0,0,0
1996_CRO,CRO,1996,1.173,0,1.048
1998_CRO,CRO,1998,0,0,0
2000_CRO,CRO,2000,0.206,0,0.148
2002_CRO,CRO,2002,0,0.4,0.154
2004_CRO,CRO,2004,1.045,0,0.852
2006_CRO,CRO,2006,0.125,0.857,0.348
2008_CRO,CRO,2008,0.025,0.263,0.071
2010_CRO,CRO,2010,0.083,0,0.053
2012_CRO,CRO,2012,1.234,0.116,0.785
2014_CRO,CRO,2014,0.286,0,0.182
2016_CRO,CRO,2016,0.773,0.474,0.706
1906_CRT,CRT,1906,0,0,0
1900_CUB,CUB,1900,6,0,6
1904_CUB,CUB,1904,0,0,0
1924_CUB,CUB,1924,0,0,0
1928_CUB,CUB,1928,0,0,0
1932_CUB,CUB,1932,0,0,0
1948_CUB,CUB,1948,0.075,0,0.075
1952_CUB,CUB,1952,0,0,0
1956_CUB,CUB,1956,0,0,0
1960_CUB,CUB,1960,0,0,0
1964_CUB,CUB,1964,0.08,0,0.074
1968_CUB,CUB,1968,0.119,0.571,0.174
1972_CUB,CUB,1972,0.248,0.107,0.219
1976_CUB,CUB,1976,0.288,0,0.244
1980_CUB,CUB,1980,0.269,0.121,0.245
1992_CUB,CUB,1992,1.222,1.08,1.182
1996_CUB,CUB,1996,1.108,0.962,1.061
2000_CUB,CUB,2000,0.728,0.573,0.672
2004_CUB,CUB,2004,1.392,0.574,1.099
2008_CUB,CUB,2008,0.706,0.268,0.551
2012_CUB,CUB,2012,0.369,0.182,0.294
2016_CUB,CUB,2016,0.301,0.088,0.239
1980_CYP,CYP,1980,0,0,0
1984_CYP,CYP,1984,0,0,0
1988_CYP,CYP,1988,0,0,0
1992_CYP,CYP,1992,0,0,0
1994_CYP,CYP,1994,0,0,0
1996_CYP,CYP,1996,0,0,0
1998_CYP,CYP,1998,0,0,0
2000_CYP,CYP,2000,0,0,0
2002_CYP,CYP,2002,0,0,0
2004_CYP,CYP,2004,0,0,0
2006_CYP,CYP,2006,0,0,0
2008_CYP,CYP,2008,0,0,0
2010_CYP,CYP,2010,0,0,0
2012_CYP,CYP,2012,0.222,0,0.154
2014_CYP,CYP,2014,0,0,0
2016_CYP,CYP,2016,0,0,0
1994_CZE,CZE,1994,0,0,0
1996_CZE,CZE,1996,0.158,0.256,0.191
1998_CZE,CZE,1998,1.75,0.231,1.426
2000_CZE,CZE,2000,0.163,0.121,0.151
2002_CZE,CZE,2002,0.07,0,0.053
2004_CZE,CZE,2004,0.2,0.097,0.155
2006_CZE,CZE,2006,0.413,0.3,0.386
2008_CZE,CZE,2008,0.133,0.169,0.149
2010_CZE,CZE,2010,0.044,0.091,0.056
2012_CZE,CZE,2012,0.235,0.215,0.226
2014_CZE,CZE,2014,0.063,0.5,0.184
2016_CZE,CZE,2016,0.242,0.119,0.192
1896_DEN,DEN,1896,3,0,3
1900_DEN,DEN,1900,1.385,0,1.385
1906_DEN,DEN,1906,1.776,0,1.776
1908_DEN,DEN,1908,0.397,0,0.397
1912_DEN,DEN,1912,0.974,2,0.98
1920_DEN,DEN,1920,1.26,1,1.253
1924_DEN,DEN,1924,0.312,0.417,0.326
1928_DEN,DEN,1928,0.366,0,0.33
1932_DEN,DEN,1932,0.486,0.125,0.419
1936_DEN,DEN,1936,0.057,0.188,0.074
1948_DEN,DEN,1948,0.418,1.333,0.518
1952_DEN,DEN,1952,0.138,0.214,0.146
1956_DEN,DEN,1956,0.323,0.5,0.351
1960_DEN,DEN,1960,0.517,0,0.455
1964_DEN,DEN,1964,0.618,0,0.548
1968_DEN,DEN,1968,0.613,0,0.567
1972_DEN,DEN,1972,0.035,0,0.032
1976_DEN,DEN,1976,0.304,0,0.258
1980_DEN,DEN,1980,0.382,0.333,0.379
1984_DEN,DEN,1984,0.184,0.636,0.267
1988_DEN,DEN,1988,0.293,0,0.215
1992_DEN,DEN,1992,0.309,0,0.216
1994_DEN,DEN,1994,0,0,0
1996_DEN,DEN,1996,0.407,1,0.731
1998_DEN,DEN,1998,0,1.429,0.833
2000_DEN,DEN,2000,0.377,1.409,0.845
2002_DEN,DEN,2002,0,0,0
2004_DEN,DEN,2004,0.458,1.477,0.946
2006_DEN,DEN,2006,0,0,0
2008_DEN,DEN,2008,0.641,0.15,0.524
2010_DEN,DEN,2010,0,0,0
2012_DEN,DEN,2012,0.409,0.063,0.263
2014_DEN,DEN,2014,0,0,0
2016_DEN,DEN,2016,0.936,0.512,0.79
1984_DJI,DJI,1984,0,0,0
1988_DJI,DJI,1988,0.167,0,0.167
1992_DJI,DJI,1992,0,0,0
1996_DJI,DJI,1996,0,0,0
2000_DJI,DJI,2000,0,0,0
2008_DJI,DJI,2008,0,0,0
2012_DJI,DJI,2012,0,0,0
2016_DJI,DJI,2016,0,0,0
1996_DMA,DMA,1996,0,0,0
2000_DMA,DMA,2000,0,0,0
2004_DMA,DMA,2004,0,0,0
2008_DMA,DMA,2008,0,0,0
2012_DMA,DMA,2012,0,0,0
2014_DMA,DMA,2014,0,0,0
2016_DMA,DMA,2016,0,0,0
1964_DOM,DOM,1964,0,0,0
1968_DOM,DOM,1968,0,0,0
1972_DOM,DOM,1972,0,0,0
1976_DOM,DOM,1976,0,0,0
1980_DOM,DOM,1980,0,0,0
1984_DOM,DOM,1984,0.067,0,0.053
1988_DOM,DOM,1988,0,0,0
1992_DOM,DOM,1992,0,0,0
1996_DOM,DOM,1996,0,0,0
2000_DOM,DOM,2000,0,0,0
2004_DOM,DOM,2004,0.235,0,0.121
2008_DOM,DOM,2008,0.333,0,0.25
2012_DOM,DOM,2012,0.462,0,0.182
2016_DOM,DOM,2016,0.056,0,0.038
1924_ECU,ECU,1924,0,0,0
1968_ECU,ECU,1968,0,0,0
1972_ECU,ECU,1972,0,0,0
1976_ECU,ECU,1976,0,0,0
1980_ECU,ECU,1980,0,0,0
1984_ECU,ECU,1984,0,0,0
1988_ECU,ECU,1988,0,0,0
1992_ECU,ECU,1992,0,0,0
1996_ECU,ECU,1996,0.235,0,0.211
2000_ECU,ECU,2000,0,0,0
2004_ECU,ECU,2004,0,0,0
2008_ECU,ECU,2008,0.118,0,0.08
2012_ECU,ECU,2012,0,0,0
2016_ECU,ECU,2016,0,0,0
1906_EGY,EGY,1906,0,0,0
1920_EGY,EGY,1920,0,0,0
1924_EGY,EGY,1924,0,0,0
1928_EGY,EGY,1928,0.344,0,0.344
1936_EGY,EGY,1936,0.226,0,0.226
1948_EGY,EGY,1948,0.153,0,0.153
1952_EGY,EGY,1952,0.009,0,0.009
1956_EGY,EGY,1956,0,0,0
1964_EGY,EGY,1964,0,0,0
1968_EGY,EGY,1968,0,0,0
1972_EGY,EGY,1972,0,0,0
1976_EGY,EGY,1976,0,0,0
1984_EGY,EGY,1984,0.018,0,0.017
1988_EGY,EGY,1988,0,0,0
1992_EGY,EGY,1992,0,0,0
1996_EGY,EGY,1996,0,0,0
2000_EGY,EGY,2000,0,0,0
2004_EGY,EGY,2004,0.111,0,0.093
2008_EGY,EGY,2008,0.014,0,0.01
2012_EGY,EGY,2012,0.053,0,0.037
2016_EGY,EGY,2016,0.012,0.054,0.025
2000_ERI,ERI,2000,0,0,0
2004_ERI,ERI,2004,0.333,0,0.25
2008_ERI,ERI,2008,0,0,0
2012_ERI,ERI,2012,0,0,0
2016_ERI,ERI,2016,0,0,0
1932_ESA,ESA,1932,0,0,0
1968_ESA,ESA,1968,0,0,0
1972_ESA,ESA,1972,0,0,0
1984_ESA,ESA,1984,0,0,0
1988_ESA,ESA,1988,0,0,0
1992_ESA,ESA,1992,0,0,0
1996_ESA,ESA,1996,0,0,0
2000_ESA,ESA,2000,0,0,0
2004_ESA,ESA,2004,0,0,0
2008_ESA,ESA,2008,0,0,0
2012_ESA,ESA,2012,0,0,0
2016_ESA,ESA,2016,0,0,0
1900_ESP,ESP,1900,0.889,0,0.889
1920_ESP,ESP,1920,0.793,0,0.793
1924_ESP,ESP,1924,0,0,0
1928_ESP,ESP,1928,0.15,0,0.15
1932_ESP,ESP,1932,0.143,0,0.143
1936_ESP,ESP,1936,0,0,0
1948_ESP,ESP,1948,0.085,0,0.085
1952_ESP,ESP,1952,0.065,0,0.065
1956_ESP,ESP,1956,0,0,0
1960_ESP,ESP,1960,0.103,0,0.095
1964_ESP,ESP,1964,0,0,0
1968_ESP,ESP,1968,0,0,0
1972_ESP,ESP,1972,0.042,0,0.04
1976_ESP,ESP,1976,0.112,0,0.103
1980_ESP,ESP,1980,0.325,0,0.301
1984_ESP,ESP,1984,0.225,0,0.204
1988_ESP,ESP,1988,0.048,0,0.041
1992_ESP,ESP,1992,0.474,0.667,0.531
1994_ESP,ESP,1994,0,0,0
1996_ESP,ESP,1996,0.608,0.4,0.54
1998_ESP,ESP,1998,0,0,0
2000_ESP,ESP,2000,0.292,0.067,0.218
2002_ESP,ESP,2002,0,0,0
2004_ESP,ESP,2004,0.243,0.101,0.18
2006_ESP,ESP,2006,0,0,0
2008_ESP,ESP,2008,0.669,0.142,0.445
2010_ESP,ESP,2010,0,0,0
2012_ESP,ESP,2012,0.214,0.645,0.385
2014_ESP,ESP,2014,0,0,0
2016_ESP,ESP,2016,0.226,0.378,0.296
1920_EST,EST,1920,0.571,0,0.571
1924_EST,EST,1924,0.27,0,0.27
1928_EST,EST,1928,0.727,0,0.727
1932_EST,EST,1932,0,0,0
1936_EST,EST,1936,0.194,0,0.184
1992_EST,EST,1992,0.043,0.444,0.107
1994_EST,EST,1994,0,0,0
1996_EST,EST,1996,0,0,0
1998_EST,EST,1998,0,0,0
2000_EST,EST,2000,0.194,0,0.182
2002_EST,EST,2002,0.5,0,0.412
2004_EST,EST,2004,0.129,0,0.095
2006_EST,EST,2006,0.235,0,0.154
2008_EST,EST,2008,0.235,0,0.17
2010_EST,EST,2010,0,0.167,0.067
2012_EST,EST,2012,0.13,0,0.094
2014_EST,EST,2014,0,0,0
2016_EST,EST,2016,0.143,0,0.087
1956_ETH,ETH,1956,0,0,0
1960_ETH,ETH,1960,0.4,0,0.4
1964_ETH,ETH,1964,0.333,0,0.333
1968_ETH,ETH,1968,0.333,0,0.333
1972_ETH,ETH,1972,0.065,0,0.065
1980_ETH,ETH,1980,0.051,0,0.049
1992_ETH,ETH,1992,0.143,0.667,0.3
1996_ETH,ETH,1996,0.4,0.625,0.5
2000_ETH,ETH,2000,0.933,0.636,0.808
2004_ETH,ETH,2004,0.571,0.667,0.615
2006_ETH,ETH,2006,0,0,0
2008_ETH,ETH,2008,0.214,0.077,0.148
2010_ETH,ETH,2010,0,0,0
2012_ETH,ETH,2012,0.167,0.933,0.515
2016_ETH,ETH,2016,0.235,0.45,0.351
1992_EUN,EUN,1992,0.99,1.072,1.018
1956_FIJ,FIJ,1956,0,0,0
1960_FIJ,FIJ,1960,0,0,0
1968_FIJ,FIJ,1968,0,0,0
1972_FIJ,FIJ,1972,0,0,0
1976_FIJ,FIJ,1976,0,0,0
1984_FIJ,FIJ,1984,0,0,0
1988_FIJ,FIJ,1988,0,0,0
1992_FIJ,FIJ,1992,0,0,0
1994_FIJ,FIJ,1994,0,0,0
1996_FIJ,FIJ,1996,0,0,0
2000_FIJ,FIJ,2000,0,0,0
2002_FIJ,FIJ,2002,0,0,0
2004_FIJ,FIJ,2004,0,0,0
2008_FIJ,FIJ,2008,0,0,0
2012_FIJ,FIJ,2012,0,0,0
2016_FIJ,FIJ,2016,1.444,0,0.981
1906_FIN,FIN,1906,2.75,0,2.75
1908_FIN,FIN,1908,0.548,0,0.548
1912_FIN,FIN,1912,0.716,0,0.707
1920_FIN,FIN,1920,1.726,4,1.762
1924_FIN,FIN,1924,0.874,2,0.882
1928_FIN,FIN,1928,0.667,0,0.644
1932_FIN,FIN,1932,1.106,0,1.106
1936_FIN,FIN,1936,0.623,0,0.598
1948_FIN,FIN,1948,0.463,1,0.484
1952_FIN,FIN,1952,0.272,0.314,0.277
1956_FIN,FIN,1956,0.526,2.4,0.618
1960_FIN,FIN,1960,0.248,0.25,0.248
1964_FIN,FIN,1964,0.225,0.727,0.264
1968_FIN,FIN,1968,0.135,0.429,0.169
1972_FIN,FIN,1972,0.167,0.357,0.185
1976_FIN,FIN,1976,0.304,0.667,0.346
1980_FIN,FIN,1980,0.203,0.143,0.197
1984_FIN,FIN,1984,0.336,0.333,0.336
1988_FIN,FIN,1988,0.61,0.269,0.542
1992_FIN,FIN,1992,0.294,0.146,0.253
1994_FIN,FIN,1994,0.574,0,0.443
1996_FIN,FIN,1996,0.106,0.138,0.118
1998_FIN,FIN,1998,0.882,0.588,0.765
2000_FIN,FIN,2000,0.375,0,0.214
2002_FIN,FIN,2002,0.435,0,0.276
2004_FIN,FIN,2004,0.111,0,0.075
2006_FIN,FIN,2006,1.136,0.129,0.789
2008_FIN,FIN,2008,0.065,0.308,0.175
2010_FIN,FIN,2010,0.414,0.667,0.505
2012_FIN,FIN,2012,0.034,0.185,0.107
2014_FIN,FIN,2014,0.485,0.182,0.384
2016_FIN,FIN,2016,0,0.036,0.019
1896_FRA,FRA,1896,1.5,0,1.5
1900_FRA,FRA,1900,0.547,0,0.537
1904_FRA,FRA,1904,0,0,0
1906_FRA,FRA,1906,1.309,4,1.357
1908_FRA,FRA,1908,0.351,0,0.351
1912_FRA,FRA,1912,0.373,5,0.412
1920_FRA,FRA,1920,0.625,0.5,0.622
1924_FRA,FRA,1924,0.543,0.091,0.509
1928_FRA,FRA,1928,0.384,0.211,0.362
1932_FRA,FRA,1932,1.019,0.571,0.991
1936_FRA,FRA,1936,0.289,0,0.275
1948_FRA,FRA,1948,0.502,0.044,0.443
1952_FRA,FRA,1952,0.329,0.081,0.295
1956_FRA,FRA,1956,0.434,0.04,0.379
1960_FRA,FRA,1960,0.105,0,0.091
1964_FRA,FRA,1964,0.353,0.621,0.401
1968_FRA,FRA,1968,0.193,0.357,0.218
1972_FRA,FRA,1972,0.139,0.081,0.131
1976_FRA,FRA,1976,0.146,0.314,0.17
1980_FRA,FRA,1980,0.561,0.586,0.566
1984_FRA,FRA,1984,0.649,0.169,0.544
1988_FRA,FRA,1988,0.29,0.034,0.222
1992_FRA,FRA,1992,0.269,0.266,0.268
1994_FRA,FRA,1994,0.088,0.2,0.122
1996_FRA,FRA,1996,0.365,0.353,0.361
1998_FRA,FRA,1998,0.213,0.194,0.208
2000_FRA,FRA,2000,0.564,0.152,0.411
2002_FRA,FRA,2002,0.195,0.667,0.307
2004_FRA,FRA,2004,0.456,0.31,0.403
2006_FRA,FRA,2006,0.34,0.281,0.317
2008_FRA,FRA,2008,0.824,0.124,0.55
2010_FRA,FRA,2010,0.194,0.351,0.25
2012_FRA,FRA,2012,0.725,0.408,0.586
2014_FRA,FRA,2014,0.324,0.103,0.243
2016_FRA,FRA,2016,0.644,0.371,0.528
1968_FRG,FRG,1968,0.365,0.444,0.378
1972_FRG,FRG,1972,0.533,0.485,0.524
1976_FRG,FRG,1976,0.564,0.306,0.512
1980_FRG,FRG,1980,0.082,0.263,0.125
1984_FRG,FRG,1984,0.661,0.674,0.665
1988_FRG,FRG,1988,0.686,0.402,0.606
2000_FSM,FSM,2000,0,0,0
2004_FSM,FSM,2004,0,0,0
2008_FSM,FSM,2008,0,0,0
2012_FSM,FSM,2012,0,0,0
2016_FSM,FSM,2016,0,0,0
1972_GAB,GAB,1972,0,0,0
1984_GAB,GAB,1984,0,0,0
1988_GAB,GAB,1988,0,0,0
1992_GAB,GAB,1992,0,0,0
1996_GAB,GAB,1996,0,0,0
2000_GAB,GAB,2000,0,0,0
2004_GAB,GAB,2004,0,0,0
2008_GAB,GAB,2008,0,0,0
2012_GAB,GAB,2012,0.105,0,0.095
2016_GAB,GAB,2016,0,0,0
1984_GAM,GAM,1984,0,0,0
1988_GAM,GAM,1988,0,0,0
1992_GAM,GAM,1992,0,0,0
1996_GAM,GAM,1996,0,0,0
2000_GAM,GAM,2000,0,0,0
2004_GAM,GAM,2004,0,0,0
2008_GAM,GAM,2008,0,0,0
2012_GAM,GAM,2012,0,0,0
2016_GAM,GAM,2016,0,0,0
1896_GBR,GBR,1896,1.3,0,1.3
1900_GBR,GBR,1900,2.146,0,2.125
1904_GBR,GBR,1904,1,0,1
1906_GBR,GBR,1906,1.708,0,1.708
1908_GBR,GBR,1908,1.175,0.821,1.156
1912_GBR,GBR,1912,1.216,2.1,1.248
1920_GBR,GBR,1920,1.188,1.75,1.226
1924_GBR,GBR,1924,0.675,0.871,0.695
1928_GBR,GBR,1928,0.326,0.647,0.367
1932_GBR,GBR,1932,0.611,0.429,0.577
1936_GBR,GBR,1936,0.657,0.255,0.58
1948_GBR,GBR,1948,0.286,0.136,0.26
1952_GBR,GBR,1952,0.154,0.222,0.167
